34,9
33,31
3,5
26,26
4,9
28,13
14,13
10,9
6,6
8,25
9,11
11,27
28,27
1,8
29,13
2,8
5,5
13,13
4,0
13,13
22,31
32,31
27,13
2,20
1,13
29,27
19,24
35,26
9,11
32,32
10,34
9,9
4,9
17,24
9,11
12,9
30,9
18,31
1,9
13,24
15,6
12,26
23,20
11,8
3,9
22,34
17,26
18,9
11,24
21,11
24,2
26,32
12,6
30,9
2,31
2,34
13,13
9,11
3,34
5,9
8,32
12,5
22,24
13,24
22,26
13,26
2,31
35,32
1,8
25,26
2,2
31,26
5,27
14,24
34,8
12,24
11,26
11,11
2,8
20,31
35,34
26,26
25,25
0,2
8,31
9,9
16,31
33,34
4,9
7,5
25,24
33,24
2,2
26,26
16,2
4,32
25,25
5,2
35,2
18,31
9,11
9,34
25,24
12,32
12,9
0,0
10,26
5,9
32,2
12,20
0,9
17,32
22,34
7,32
23,11
34,34
25,25
25,24
7,11
22,2
5,9
27,27
1,2
14,27
19,32
22,11
35,31
13,24
3,9
30,11
9,34
18,26
19,9
28,26
7,34
27,24
1,31
28,24
13,24
15,15
27,24
13,13
8,24
13,13
14,24
9,9
17,34
1,8
0,0
10,26
33,26
31,26
19,34
16,9
2,31
23,26
10,9
2,32
34,24
14,13
34,27
4,15
16,31
28,32
10,5
32,11
20,20
10,5
31,32
33,32
14,13
6,6
32,24
4,9
23,31
27,27
14,20
5,9
20,20
23,9
11,2
25,25
4,2
7,9
19,31
2,34
31,34
33,24
14,27
24,24
30,26
34,31
18,34
8,24
18,20
1,2
27,27
35,34
33,11
3,9
5,24
17,24
22,6
2,2
2,26
23,24
14,26
14,24
3,9
27,13
8,26
12,9
11,9
13,24
7,26
1,11
35,26
6,6
33,34
7,27
11,5
33,5
19,9
19,9
15,15
32,32
32,8
30,5
7,9
7,6
10,26
27,13
17,32
20,2
8,31
27,13
18,24
35,9
31,31
15,4
13,27
6,9
1,26
29,13
24,24
1,31
10,32
3,9
7,26
11,2
31,31
6,6
4,6
0,31
18,32
32,25
0,9
1,34
27,28
32,27
1,34
1,28
2,13
11,9
11,0
30,31
7,9
17,26
27,28
21,26
24,25
2,32
14,32
20,25
17,9
25,25
31,32
20,34
19,31
31,31
30,2
27,27
29,24
10,31
16,32
6,9
19,32
17,31
31,24
6,5
9,8
8,32
18,34
14,13
20,24
9,9
21,26
1,34
8,34
25,25
17,26
11,2
6,6
22,8
16,25
33,24
19,8
27,13
18,26
20,31
4,4
1,24
24,24
25,24
14,14
23,26
27,26
6,6
19,5
33,31
34,31
25,25
17,26
14,24
32,32
28,13
22,9
10,11
21,34
13,26
17,26
22,34
31,8
14,32
13,14
3,9
14,2
23,26
24,24
1,34
1,8
19,24
28,13
2,8
16,31
2,32
24,24
15,4
18,31
17,31
28,28
6,15
23,24
21,11
20,26
9,9
32,26
23,9
34,24
16,2
0,11
1,8
21,11
12,2
3,9
22,26
29,13
30,9
13,13
0,0
14,28
16,24
28,24
27,27
31,2
8,26
18,32
25,25
6,6
14,13
16,8
5,24
18,34
31,31
1,31
15,6
15,6
7,11
18,11
2,32
4,9
24,24
33,8
32,24
4,24
8,34
33,9
28,8
10,8
18,25
16,26
12,26
24,27
35,2
15,6
26,26
22,27
14,13
22,26
32,32
12,34
14,24
6,6
11,0
31,26
19,8
10,9
32,32
19,24
14,26
26,26
19,26
30,0
33,24
18,26
34,9
12,11
22,26
5,11
8,34
3,9
32,31
28,13
21,20
21,26
0,34
1,31
1,32
0,8
35,34
2,34
6,6
10,20
14,13
34,26
34,25
3,32
7,6
18,24
33,0
16,34
16,8
32,26
24,25
25,25
10,33
17,9
6,6
30,24
13,13
10,26
35,34
0,5
28,27
14,27
18,0
35,34
2,26
31,31
5,2
24,24
3,9
16,25
31,34
4,5
0,27
7,6
26,26
2,2
10,2
22,32
1,9
15,4
3,2
1,9
20,31
21,0
12,9
21,31
6,6
33,34
8,31
14,27
27,13
11,9
33,34
35,0
33,26
14,27
10,2
28,27
4,11
11,26
9,24
19,11
8,26
33,27
24,24
10,5
13,27
5,5
19,32
23,34
26,26
10,8
15,6
6,4
0,2
0,11
26,24
25,26
9,2
0,11
27,27
18,2
17,31
19,26
3,24
28,27
32,32
0,2
31,32
15,9
20,20
26,31
16,26
21,26
16,34
25,25
21,34
16,11
16,24
15,15
6,6
17,20
33,32
32,20
10,32
12,0
20,26
22,32
32,20
16,8
19,26
24,26
7,34
31,26
2,31
27,13
33,8
22,33
9,34
10,9
8,26
25,25
28,5
1,0
31,26
0,24
25,32
22,26
14,26
7,23
11,26
2,32
19,32
27,27
3,25
9,24
9,34
0,34
5,5
28,13
30,11
29,13
29,13
6,5
0,2
3,6
15,6
21,34
18,5
27,27
20,20
10,26
26,31
6,6
32,8
33,9
3,9
22,24
28,13
21,11
30,32
4,6
10,26
21,0
23,32
14,13
13,13
9,9
30,9
3,31
27,13
30,5
3,9
21,34
30,34
2,2
30,9
24,24
6,6
8,32
4,9
2,26
27,28
2,34
20,34
17,24
23,11
32,34
3,34
31,8
35,26
16,8
30,5
16,34
34,8
6,13
33,34
9,9
28,24
10,8
18,32
11,9
13,27
33,26
20,24
13,13
31,31
17,34
13,13
23,32
12,5
28,13
35,11
8,34
15,4
3,5
6,9
2,32
20,32
17,34
23,11
16,0
23,9
9,9
0,0
34,31
33,34
32,32
17,14
28,14
34,26
33,2
15,9
2,8
22,9
35,11
14,24
4,6
10,26
10,5
7,11
8,31
15,6
22,2
19,8
5,33
25,25
14,24
30,9
19,9
4,6
17,26
35,9
33,24
25,25
24,24
24,24
8,31
16,26
3,5
27,27
5,5
28,27
27,26
33,9
32,26
23,13
2,8
34,24
6,6
30,11
24,24
30,11
8,26
27,13
2,13
11,27
13,13
18,31
0,34
27,27
19,31
13,13
16,24
21,0
8,32
21,34
27,13
29,13
22,24
10,9
32,2
26,32
24,24
31,32
15,6
14,26
3,6
4,9
20,20
34,26
33,31
13,24
14,13
9,27
32,31
20,31
6,6
24,25
26,20
22,6
25,25
10,32
0,24
24,24
26,26
30,11
16,31
14,32
24,24
25,25
22,31
10,8
13,24
15,15
31,8
21,26
14,23
7,9
12,2
17,26
4,9
26,26
10,2
27,26
7,6
28,27
34,2
18,26
12,9
6,4
11,5
14,27
31,2
30,24
1,32
25,24
20,8
16,24
3,32
24,24
8,34
11,26
2,2
12,9
5,9
18,9
34,32
33,0
25,24
2,32
28,27
26,26
0,26
23,32
30,5
35,31
9,11
28,26
24,27
3,4
34,32
8,8
27,13
7,34
2,26
23,34
13,13
11,11
35,32
7,9
23,26
12,5
10,9
10,24
34,24
22,24
24,24
18,24
14,13
4,34
13,27
28,27
6,6
21,9
35,9
4,6
9,5
28,24
8,34
5,13
18,26
15,6
9,2
27,13
34,34
5,11
22,31
6,9
0,24
26,13
13,27
11,8
17,31
2,32
16,11
15,15
34,9
34,34
32,26
17,11
26,20
26,26
14,32
9,25
34,24
4,9
19,9
4,5
19,26
23,9
32,24
15,4
22,13
32,32
4,4
14,14
20,2
28,24
5,13
13,24
5,2
32,31
15,0
4,6
13,27
31,8
12,9
29,13
2,34
15,4
9,9
17,32
28,13
30,2
33,8
4,2
18,0
24,24
27,5
12,26
10,26
13,27
24,24
34,32
35,34
30,2
30,11
30,9
3,9
5,5
22,24
28,24
9,6
14,20
15,6
13,13
18,34
30,9
19,26
27,13
24,24
9,9
26,24
14,14
34,34
12,26
22,32
34,26
4,9
31,32
12,26
18,11
3,33
6,6
22,24
15,15
7,13
32,24
13,13
32,31
0,11
32,26
33,9
24,24
23,9
29,28
17,32
19,2
24,24
24,24
13,27
29,13
26,26
18,8
33,9
13,27
0,11
28,27
17,2
9,27
8,34
0,9
0,5
17,32
11,34
13,24
11,9
29,13
3,6
30,11
32,34
25,25
14,26
30,8
28,2
28,27
9,11
30,11
30,5
35,9
31,32
0,8
9,24
12,9
1,8
27,13
1,26
18,34
33,34
14,20
15,6
14,13
9,9
1,11
8,24
18,9
29,24
5,11
0,9
35,31
1,0
32,2
8,8
19,8
30,13
2,33
34,26
20,20
19,25
16,34
33,25
3,6
17,32
3,4
30,8
15,9
23,34
2,2
23,9
11,9
19,24
33,0
16,2
7,24
26,26
34,32
12,34
3,24
27,13
18,31
1,26
10,34
23,9
20,20
28,27
12,2
28,27
7,26
33,34
12,24
14,28
0,8
9,9
16,32
28,13
3,26
12,8
19,32
4,5
3,9
21,26
21,25
8,2
28,27
8,11
6,6
20,20
26,26
28,26
7,6
1,8
25,25
13,27
13,13
33,34
35,2
4,9
26,26
29,13
30,5
20,20
0,32
10,0
14,13
14,13
14,28
14,27
9,9
14,13
5,0
15,4
9,9
15,6
1,11
13,24
4,27
28,27
25,24
10,24
31,20
16,2
34,32
14,27
17,26
2,24
17,31
11,9
32,2
9,4
13,24
30,9
21,0
1,8
35,34
34,24
13,24
16,26
25,25
10,24
19,31
14,13
35,24
32,32
26,24
23,24
29,13
17,9
35,2
23,34
35,11
32,34
12,26
8,8
24,24
28,13
34,32
28,25
2,25
15,5
16,34
5,9
7,9
28,13
5,24
1,34
4,9
20,11
16,32
9,11
18,34
6,4
29,13
23,9
23,24
8,31
25,20
3,32
32,24
16,26
3,34
26,13
17,8
5,5
13,27
17,31
24,24
34,11
1,26
35,31
25,25
18,26
1,24
10,24
18,11
34,11
12,32
0,32
33,20
17,26
9,9
26,26
30,9
20,20
13,13
3,34
35,34
20,26
4,34
23,26
20,34
22,31
14,13
5,11
10,2
31,32
26,28
27,27
10,27
3,34
21,11
15,6
17,26
10,2
13,20
24,24
30,9
11,0
18,11
15,15
1,26
11,26
26,26
5,5
7,6
30,5
12,26
12,9
1,32
15,24
23,9
21,2
31,2
15,6
29,26
8,8
2,31
26,28
23,9
11,9
4,6
1,0
32,11
20,20
23,32
4,9
19,9
8,32
7,13
6,6
22,24
30,9
0,34
34,25
34,24
23,11
10,26
35,34
12,2
23,26
3,9
5,24
27,13
17,31
15,15
12,26
24,24
14,27
2,2
26,26
28,32
22,33
13,13
26,26
19,9
8,34
21,26
35,8
28,13
33,8
35,6
31,32
24,24
27,27
7,23
13,13
4,35
6,4
32,2
0,34
33,32
32,2
8,11
4,9
4,34
14,24
13,13
32,31
6,6
35,9
14,26
10,26
9,2
15,6
14,26
35,9
18,34
22,20
34,2
17,26
6,9
0,31
30,11
24,24
31,32
31,31
33,9
7,9
9,24
11,34
9,24
28,13
7,6
29,13
6,6
8,11
3,9
18,9
6,6
7,9
1,32
17,26
25,25
27,27
6,27
12,26
17,2
17,24
31,25
15,6
8,8
14,27
21,26
17,32
4,5
4,5
7,2
6,9
24,24
13,27
13,24
4,2
3,20
14,13
7,9
5,24
8,34
22,9
9,34
6,9
20,26
25,25
0,5
13,27
18,34
25,25
7,8
11,11
26,26
31,26
28,27
19,24
7,24
27,2
28,13
13,32
12,9
5,5
12,20
4,6
13,27
23,2
14,13
12,26
24,25
11,24
8,24
23,9
10,31
17,31
4,11
18,9
12,24
15,5
19,26
13,13
14,13
27,27
7,9
10,9
18,32
32,33
16,25
16,34
23,5
20,32
3,11
33,32
22,34
32,8
32,24
8,2
9,9
23,26
13,13
34,34
9,24
0,5
1,24
13,24
33,31
21,26
22,33
26,14
14,27
24,25
30,9
14,13
31,26
9,9
31,32
21,9
26,20
0,11
16,26
19,11
4,5
20,31
9,9
17,24
28,26
25,25
27,13
0,9
30,5
0,26
15,6
9,9
2,8
32,8
1,0
10,26
21,34
25,25
4,9
12,25
4,2
7,9
19,32
12,33
1,2
27,24
22,13
28,13
20,26
34,34
33,11
21,24
15,6
23,5
10,34
7,11
0,2
34,31
13,13
34,26
27,13
19,34
23,24
5,9
27,28
2,8
21,33
30,9
11,24
19,8
0,0
17,26
23,34
28,24
35,33
21,30
35,5
17,34
28,25
26,20
12,2
6,6
16,26
11,0
2,34
17,0
14,27
4,11
5,31
23,26
6,6
0,34
15,9
2,27
17,11
6,6
35,32
13,24
7,9
35,2
16,11
1,34
26,26
6,6
33,2
1,8
9,9
23,34
28,24
0,31
7,5
14,13
7,11
5,34
16,31
35,34
7,2
35,34
9,32
18,31
15,6
15,4
28,13
34,8
6,6
13,13
2,8
11,11
0,34
21,31
34,31
3,0
16,31
33,34
4,20
20,20
6,9
8,8
29,27
17,34
26,20
14,24
9,5
20,34
33,2
13,13
5,2
23,32
10,31
4,11
23,32
16,26
16,26
28,13
13,27
2,26
1,32
6,6
10,5
13,13
6,15
3,9
10,24
20,31
12,9
30,31
10,2
15,6
27,27
15,6
10,2
2,2
24,24
22,11
11,11
23,20
25,25
17,11
1,32
15,6
17,34
28,27
14,13
20,20
18,0
12,24
4,9
19,34
26,26
