26,20
13,26
26,20
26,28
27,28
0,14
34,28
6,6
16,13
3,14
24,24
1,14
29,14
29,18
16,2
12,14
24,24
32,32
30,13
30,14
16,28
31,13
13,13
20,6
29,14
17,13
30,2
15,6
9,13
35,18
33,14
17,20
34,18
20,5
23,14
32,13
15,4
23,14
19,14
28,14
18,18
15,6
6,6
4,6
4,6
27,28
8,18
10,32
33,20
12,13
28,28
7,18
34,29
19,5
3,13
4,7
35,14
26,13
5,28
21,14
28,14
34,29
29,14
24,24
14,19
25,25
16,29
10,28
13,4
18,18
21,13
25,25
26,20
30,28
16,14
25,25
14,14
31,20
1,14
27,28
32,28
0,32
14,19
10,18
5,27
29,28
17,5
35,28
32,18
23,28
11,18
31,20
6,6
9,14
30,13
35,28
27,20
34,0
31,14
4,5
26,18
5,5
33,14
5,5
3,13
32,2
2,2
18,18
25,25
24,24
4,18
6,6
11,5
7,26
7,6
8,5
15,6
24,24
35,28
13,13
2,2
7,4
19,32
4,4
16,28
18,2
3,7
5,6
14,14
19,26
1,14
18,2
18,18
7,6
28,14
20,6
33,5
21,20
9,14
6,6
31,5
30,13
22,2
19,19
9,14
25,25
20,18
10,0
1,5
5,28
35,0
10,14
33,26
0,28
12,5
31,13
14,14
24,24
29,29
11,19
1,14
15,6
27,28
3,0
5,6
2,2
26,13
32,2
20,8
31,2
29,32
30,18
7,6
27,26
18,6
2,2
3,26
14,14
30,2
22,32
35,14
6,6
25,25
0,28
14,14
7,7
13,28
15,28
8,26
30,32
22,0
29,28
30,14
35,13
4,24
34,13
15,4
12,29
15,6
4,6
12,20
16,18
32,14
27,27
3,6
16,13
34,29
2,1
18,18
8,12
4,12
7,6
2,19
25,25
12,7
33,27
9,14
20,7
30,31
23,18
13,13
10,14
8,2
23,13
0,13
28,29
30,29
31,18
19,0
18,4
21,29
10,28
27,14
10,28
21,18
16,2
30,14
12,4
21,12
0,14
8,14
20,24
30,2
34,14
28,28
24,24
13,5
35,0
19,13
27,5
12,14
23,7
26,19
18,18
9,32
22,0
33,18
23,5
25,25
31,14
29,28
16,2
26,5
21,20
23,20
9,28
28,14
35,19
13,13
27,28
9,14
32,1
12,20
6,6
16,1
27,13
12,28
29,14
30,31
5,5
34,14
21,14
13,14
16,13
29,13
17,13
3,5
2,5
29,13
29,28
22,2
19,14
28,14
16,19
11,5
25,25
14,14
26,18
0,29
11,7
31,29
7,6
14,14
28,28
19,19
2,2
17,24
0,29
5,14
22,14
35,14
16,20
23,14
25,25
14,14
16,7
1,14
12,28
16,20
2,13
17,0
28,14
15,18
34,14
19,14
20,5
3,13
19,13
12,14
20,5
7,6
2,14
34,28
26,14
10,14
33,28
21,20
18,18
7,20
18,18
35,19
4,6
21,28
33,13
6,6
35,32
6,6
27,13
14,14
0,18
11,13
27,19
28,28
25,25
35,14
11,7
33,19
0,2
25,25
13,13
21,5
25,25
14,14
33,20
2,28
10,14
9,14
29,14
20,4
25,25
35,14
4,6
12,13
30,9
32,14
32,26
16,14
30,4
6,4
17,5
6,6
14,28
19,19
29,13
13,14
9,14
19,27
32,14
22,28
27,13
15,6
12,20
6,6
5,18
18,18
10,27
33,5
28,14
20,5
29,14
31,26
10,28
13,13
32,28
9,14
21,27
15,4
20,4
6,4
5,4
21,7
1,2
20,5
3,5
15,28
32,29
11,14
11,13
12,4
26,27
24,24
33,5
13,14
31,18
25,25
23,4
24,24
12,4
2,18
4,6
31,2
0,28
1,28
32,2
16,20
35,32
0,2
6,6
34,18
24,24
0,32
1,14
2,19
8,14
4,5
16,13
26,18
18,18
17,13
24,24
20,5
28,28
2,1
2,32
31,14
25,25
24,24
3,5
33,28
21,14
34,28
9,2
35,28
22,18
2,2
16,14
7,6
18,4
24,24
21,27
13,13
30,32
35,13
2,31
13,28
18,18
0,14
33,14
21,28
1,14
9,14
30,14
24,24
16,28
31,31
19,32
23,18
15,6
0,2
31,32
20,27
6,6
34,18
10,28
16,14
27,28
8,14
26,14
31,18
29,19
24,24
11,28
23,14
13,14
5,5
24,24
27,26
7,5
13,20
32,32
19,1
0,2
34,14
34,13
30,2
18,2
22,2
13,13
3,27
21,28
29,13
27,5
25,25
7,6
26,28
2,18
32,18
31,2
5,7
22,2
23,5
8,28
34,0
22,32
18,18
15,6
13,14
15,24
28,14
15,24
33,13
20,7
5,28
33,5
1,14
25,25
27,28
24,24
15,7
3,6
16,14
13,13
10,14
29,13
35,14
28,28
16,18
25,25
5,28
5,6
28,14
16,2
12,4
9,14
31,32
23,9
27,5
6,15
29,14
24,24
14,14
14,28
35,19
0,14
16,14
9,14
7,5
31,0
28,14
25,25
20,8
7,6
5,24
0,4
6,6
33,18
13,13
31,18
1,18
34,29
6,6
